make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Hyundai,Venue,2017,40693,2.4,Manual,Diesel,Hills,5,290,normal,1
Mahindra,Bolero,2003,146540,1.4,Automatic,Diesel,Highway,2,93,rough,1
Toyota,Yaris,2001,46251,1.5,Automatic,Petrol,Urban,1,270,smooth,1
Suzuki,Swift,2023,63555,1.6,Automatic,Diesel,Highway,2,376,smooth,1
Mahindra,Bolero,2015,172397,0.9,Automatic,Diesel,Highway,4,334,rough,1
Hyundai,i20,2016,139772,1.2,Automatic,Diesel,Hills,1,500,smooth,1
Kia,Sportage,2007,60284,2.1,Manual,Diesel,Urban,4,406,normal,1
Suzuki,Alto,1999,62485,1.4,Manual,Petrol,Highway,5,164,rough,0
Suzuki,Alto,2002,182859,1.2,Manual,Petrol,Urban,4,230,normal,0
Tata,Altroz,2003,125441,1.4,Automatic,Diesel,Highway,2,160,smooth,0
Toyota,Yaris,2008,183626,2.2,Manual,Diesel,Urban,3,384,normal,1
Hyundai,Creta,2001,164192,1.4,Automatic,Petrol,Urban,5,332,rough,1
Tata,Nexon,2008,20173,2.2,Automatic,Petrol,Urban,4,52,rough,0
Kia,Seltos,2020,102124,1.9,Manual,Petrol,Highway,5,455,normal,0
Tata,Altroz,1999,67314,2.0,Automatic,Diesel,Urban,3,150,smooth,0
Mahindra,Scorpio,2000,119151,2.2,Automatic,Diesel,Hills,2,573,rough,1
Toyota,Yaris,2015,15220,1.7,Automatic,Petrol,Highway,5,181,normal,0
Suzuki,Wagon R,2014,161302,1.9,Automatic,Diesel,Urban,1,260,smooth,1
Tata,Altroz,2001,115958,1.4,Manual,Petrol,Hills,4,234,rough,1
Hyundai,i20,2018,15893,2.0,Automatic,Petrol,Highway,5,585,smooth,0
Toyota,Yaris,2021,92964,2.2,Automatic,Petrol,Urban,5,5,normal,0
Hyundai,i20,2007,78642,1.6,Manual,Diesel,Highway,3,521,rough,1
Suzuki,Wagon R,2022,81669,1.7,Automatic,Petrol,Urban,5,10,normal,0
Mahindra,Bolero,2011,114088,1.9,Automatic,Petrol,Highway,1,488,normal,1
Toyota,Yaris,2007,87431,1.4,Automatic,Diesel,Urban,1,315,rough,1
Mahindra,Bolero,2016,134692,1.8,Manual,Petrol,Hills,4,519,smooth,1
Toyota,Yaris,2022,102066,2.3,Manual,Petrol,Highway,2,144,smooth,0
Toyota,Corolla,2022,21435,1.5,Automatic,Diesel,Hills,5,388,rough,1
Kia,Seltos,2002,31484,2.1,Automatic,Petrol,Urban,1,135,rough,1
Hyundai,i20,2010,189323,1.9,Automatic,Petrol,Hills,2,111,smooth,0
Suzuki,Baleno,2005,80213,2.0,Manual,Diesel,Urban,2,585,rough,1
Toyota,Corolla,1998,81334,1.5,Automatic,Petrol,Urban,4,376,rough,1
Kia,Seltos,1998,189440,1.8,Manual,Diesel,Hills,5,324,smooth,1
Mahindra,Bolero,2001,59123,1.7,Manual,Petrol,Urban,2,30,normal,0
Kia,Sonet,2011,91780,1.6,Automatic,Diesel,Urban,2,290,normal,1
Hyundai,i10,2007,143238,1.9,Automatic,Diesel,Highway,3,35,normal,0
Toyota,Corolla,2002,138713,1.7,Manual,Diesel,Hills,3,591,smooth,1
Kia,Sonet,2011,103523,1.7,Automatic,Diesel,Hills,3,409,normal,1
Mahindra,Bolero,2019,122148,2.4,Automatic,Diesel,Hills,5,522,smooth,1
Suzuki,Swift,2018,68800,0.9,Automatic,Petrol,Hills,3,130,smooth,0
Tata,Tiago,1998,199996,0.8,Manual,Diesel,Hills,3,118,rough,1
Suzuki,Alto,1998,32654,1.1,Manual,Diesel,Urban,4,191,normal,1
Suzuki,Baleno,2008,199315,1.2,Manual,Diesel,Hills,1,383,rough,1
Kia,Sportage,2009,136465,1.8,Automatic,Petrol,Highway,4,2,smooth,0
Mahindra,XUV300,2015,77652,1.0,Automatic,Petrol,Urban,3,527,normal,0
Mahindra,Bolero,2005,39122,1.7,Manual,Diesel,Urban,2,137,smooth,0
Suzuki,Wagon R,2003,51519,2.1,Automatic,Diesel,Urban,1,569,smooth,1
Mahindra,XUV300,2007,173049,1.0,Automatic,Petrol,Urban,2,520,normal,1
Mahindra,Bolero,2013,123742,2.4,Automatic,Petrol,Hills,1,5,smooth,0
Suzuki,Alto,2007,162966,1.0,Automatic,Petrol,Urban,1,508,rough,1
Tata,Altroz,2018,124015,1.9,Automatic,Petrol,Hills,5,379,smooth,1
Mahindra,Bolero,2023,69972,2.2,Automatic,Diesel,Highway,4,383,rough,1
Toyota,Corolla,2023,182503,1.0,Manual,Petrol,Hills,2,76,smooth,0
Toyota,Corolla,2005,79629,0.8,Automatic,Diesel,Hills,1,175,smooth,1
Tata,Altroz,2022,153433,0.8,Manual,Petrol,Hills,1,344,rough,1
Kia,Sonet,2019,176846,1.2,Manual,Diesel,Hills,2,29,rough,1
Suzuki,Alto,2023,88413,1.1,Manual,Diesel,Urban,2,227,rough,1
Tata,Nexon,2010,188564,1.7,Manual,Petrol,Hills,4,474,smooth,1
Tata,Altroz,2007,40638,1.1,Manual,Petrol,Hills,4,47,smooth,0
Mahindra,Bolero,2010,119830,1.6,Manual,Diesel,Hills,4,250,rough,1
Hyundai,i10,2012,68657,2.0,Manual,Diesel,Highway,3,175,normal,0
Mahindra,Bolero,2001,43094,2.2,Manual,Diesel,Urban,5,236,rough,1
Hyundai,i10,2009,21556,0.9,Manual,Diesel,Hills,3,104,smooth,0
Hyundai,Creta,2007,88388,0.9,Manual,Petrol,Hills,3,564,normal,1
Tata,Tiago,2005,141841,2.2,Manual,Petrol,Highway,4,598,normal,0
Kia,Sportage,2014,73805,1.2,Manual,Petrol,Urban,4,119,normal,0
Toyota,Hilux,2018,38518,1.6,Manual,Petrol,Highway,2,37,normal,0
Tata,Altroz,2002,64039,1.4,Manual,Diesel,Urban,4,409,rough,1
Toyota,Hilux,2010,91783,1.7,Manual,Petrol,Hills,4,196,smooth,1
Suzuki,Alto,2021,78511,1.8,Automatic,Diesel,Urban,3,409,normal,0
Tata,Tiago,2023,105015,1.7,Automatic,Petrol,Urban,3,555,rough,1
Tata,Nexon,2017,156594,2.2,Manual,Diesel,Highway,4,292,smooth,0
Toyota,Yaris,2009,183079,2.0,Manual,Petrol,Urban,2,31,normal,0
Mahindra,Scorpio,2022,47233,1.6,Automatic,Diesel,Hills,1,292,normal,1
Suzuki,Swift,2009,167592,1.0,Manual,Petrol,Hills,2,221,smooth,1
Tata,Nexon,2010,173165,1.5,Manual,Diesel,Highway,2,551,rough,1
Tata,Altroz,2007,184057,1.1,Automatic,Diesel,Highway,5,10,normal,0
Kia,Sonet,2021,4408,1.3,Manual,Petrol,Urban,3,251,rough,1
Suzuki,Swift,2010,18843,2.1,Manual,Diesel,Highway,2,267,rough,1
Kia,Seltos,2011,195154,2.1,Manual,Diesel,Urban,2,134,smooth,0
Kia,Sportage,2015,145332,1.5,Manual,Diesel,Highway,1,317,normal,1
Tata,Tiago,2009,53652,0.8,Automatic,Diesel,Hills,4,390,smooth,1
Hyundai,i10,2005,112575,2.3,Manual,Diesel,Hills,4,313,rough,1
Suzuki,Swift,2022,103898,1.2,Manual,Diesel,Urban,5,38,smooth,0
Hyundai,Venue,2017,26572,2.3,Automatic,Petrol,Hills,3,257,smooth,1
Toyota,Corolla,2009,87967,1.6,Manual,Diesel,Hills,5,223,normal,1
Hyundai,i10,2021,74451,1.5,Manual,Diesel,Urban,5,247,normal,0
Hyundai,Creta,2006,12564,1.0,Manual,Petrol,Highway,1,77,normal,0
Mahindra,Bolero,2007,50689,1.2,Automatic,Diesel,Hills,5,37,normal,1
Mahindra,XUV300,2018,83957,0.8,Manual,Diesel,Highway,3,251,rough,1
Tata,Tiago,2017,16372,1.3,Manual,Diesel,Hills,3,79,smooth,0
Hyundai,Venue,2001,124314,2.3,Automatic,Diesel,Highway,2,309,normal,1
Hyundai,Venue,2004,59243,2.0,Manual,Diesel,Urban,1,201,rough,1
Kia,Seltos,1998,159426,1.6,Manual,Petrol,Urban,3,578,rough,1
Hyundai,i10,2012,138920,2.1,Automatic,Diesel,Urban,5,425,smooth,1
Suzuki,Swift,2000,56907,1.5,Manual,Petrol,Urban,3,76,normal,0
Suzuki,Alto,2017,23152,1.0,Manual,Diesel,Urban,1,246,smooth,1
Mahindra,Scorpio,2020,181489,2.3,Manual,Petrol,Urban,4,370,smooth,1
Toyota,Hilux,2021,183272,2.2,Automatic,Petrol,Hills,2,262,normal,1
Mahindra,Scorpio,2010,190204,1.6,Automatic,Petrol,Highway,1,175,rough,1
Toyota,Corolla,2002,96272,0.9,Automatic,Petrol,Highway,1,259,smooth,1
Toyota,Yaris,2016,142738,1.6,Manual,Diesel,Highway,2,36,normal,0
Tata,Altroz,2018,74420,2.3,Automatic,Diesel,Hills,5,542,smooth,1
Toyota,Corolla,2010,138394,2.2,Automatic,Diesel,Hills,2,235,normal,1
Kia,Seltos,2018,107753,1.0,Manual,Diesel,Urban,4,414,normal,0
Kia,Seltos,2020,100869,1.7,Manual,Petrol,Hills,1,511,smooth,1
Mahindra,Scorpio,2008,24983,1.0,Automatic,Petrol,Highway,5,552,smooth,0
Toyota,Yaris,2015,58483,1.4,Manual,Petrol,Urban,3,463,smooth,0
Tata,Nexon,2001,119135,1.1,Automatic,Diesel,Hills,3,152,normal,0
Toyota,Corolla,2010,97898,2.3,Manual,Diesel,Hills,3,535,smooth,1
Suzuki,Baleno,2010,164769,1.6,Manual,Diesel,Hills,3,123,smooth,0
Toyota,Yaris,2011,181843,2.3,Manual,Petrol,Highway,4,270,normal,0
Mahindra,XUV300,2010,67194,1.5,Automatic,Diesel,Highway,1,97,rough,1
Kia,Sportage,2006,31660,2.3,Manual,Diesel,Urban,1,423,rough,1
Kia,Seltos,2002,27357,1.2,Manual,Diesel,Urban,2,292,rough,1
Suzuki,Wagon R,2022,72828,1.2,Automatic,Petrol,Highway,3,134,normal,0
Toyota,Hilux,2023,136325,2.2,Automatic,Diesel,Hills,3,583,rough,1
Mahindra,Scorpio,2000,180219,2.0,Automatic,Diesel,Highway,2,62,rough,1
Hyundai,i20,2020,103319,2.1,Manual,Diesel,Urban,4,391,rough,1
Hyundai,Venue,2019,25805,2.0,Manual,Diesel,Urban,4,122,rough,0
Toyota,Yaris,2022,89175,2.4,Manual,Petrol,Hills,1,287,rough,1
Hyundai,i10,2001,90567,1.4,Automatic,Petrol,Urban,3,474,smooth,1
Kia,Sportage,2006,190920,2.0,Manual,Diesel,Urban,2,212,smooth,1
Hyundai,Creta,1998,25016,0.8,Automatic,Petrol,Highway,1,259,normal,1
Mahindra,XUV300,2017,97610,1.8,Automatic,Diesel,Hills,4,105,normal,0
Hyundai,i20,2020,68839,1.4,Manual,Diesel,Hills,4,45,normal,0
Tata,Nexon,2015,8724,2.3,Automatic,Diesel,Urban,1,230,smooth,1
Kia,Sportage,2015,96761,2.3,Automatic,Petrol,Hills,3,502,rough,1
Hyundai,i20,2006,193951,1.8,Manual,Petrol,Urban,5,369,normal,0
Mahindra,XUV300,2003,22347,2.0,Manual,Petrol,Hills,2,598,smooth,1
Suzuki,Alto,2021,37303,1.0,Manual,Diesel,Urban,5,114,normal,0
Mahindra,Bolero,2015,25469,1.2,Automatic,Diesel,Urban,4,589,rough,1
Hyundai,Creta,2008,81203,1.1,Manual,Diesel,Hills,5,309,rough,1
Suzuki,Alto,2007,28131,2.0,Manual,Diesel,Urban,5,152,normal,0
Tata,Altroz,2021,162355,0.9,Automatic,Diesel,Highway,2,145,rough,0
Tata,Altroz,2002,9726,1.2,Automatic,Diesel,Hills,3,11,normal,0
Suzuki,Baleno,2017,144240,2.1,Manual,Diesel,Urban,4,520,normal,0
Kia,Sonet,2009,123931,1.1,Automatic,Petrol,Urban,4,533,rough,1
Suzuki,Wagon R,2014,44120,1.7,Automatic,Petrol,Highway,5,479,normal,0
Tata,Altroz,1998,80582,2.1,Automatic,Petrol,Hills,5,451,normal,1
Mahindra,Bolero,2014,92711,2.2,Manual,Petrol,Highway,4,242,normal,0
Mahindra,Bolero,2010,110669,1.1,Manual,Petrol,Highway,3,524,rough,1
Suzuki,Swift,1998,178765,0.8,Automatic,Diesel,Highway,1,316,normal,1
Mahindra,Bolero,2009,101691,1.2,Manual,Petrol,Urban,2,395,smooth,1
Suzuki,Baleno,1998,68526,1.8,Manual,Petrol,Highway,4,456,smooth,0
Mahindra,XUV300,2004,129956,2.0,Automatic,Petrol,Highway,2,95,rough,0
Hyundai,Creta,2007,176895,1.7,Manual,Diesel,Urban,1,314,rough,1
Toyota,Hilux,2012,51695,1.2,Automatic,Diesel,Urban,4,34,normal,0
Suzuki,Wagon R,2020,51028,1.1,Manual,Petrol,Hills,3,308,rough,1
Mahindra,Bolero,2002,83699,2.1,Manual,Diesel,Hills,2,591,normal,1
Tata,Nexon,2000,180041,1.4,Automatic,Petrol,Urban,1,278,normal,1
Suzuki,Baleno,2012,194418,1.2,Automatic,Petrol,Urban,2,584,normal,1
Hyundai,Creta,2000,132160,1.3,Manual,Petrol,Hills,5,55,normal,0
Suzuki,Swift,2013,83227,0.9,Manual,Petrol,Highway,5,62,smooth,0
Tata,Altroz,2023,134877,0.9,Automatic,Diesel,Hills,3,599,rough,1
Mahindra,Scorpio,2021,18040,2.3,Automatic,Petrol,Urban,5,506,smooth,0
Suzuki,Alto,2014,112042,1.9,Manual,Petrol,Hills,5,586,rough,1
Hyundai,i20,2004,183272,1.4,Manual,Diesel,Urban,3,495,normal,1
Hyundai,i20,2018,95206,1.3,Manual,Petrol,Highway,3,420,rough,1
Mahindra,Scorpio,1998,152141,2.3,Automatic,Diesel,Highway,4,13,smooth,0
Toyota,Hilux,2022,185646,1.4,Manual,Diesel,Urban,5,165,smooth,0
Mahindra,Bolero,2018,184166,1.2,Manual,Diesel,Urban,1,270,smooth,1
Toyota,Hilux,2004,52264,2.0,Manual,Petrol,Highway,3,134,smooth,0
Tata,Nexon,2008,169651,1.3,Automatic,Petrol,Hills,2,59,rough,1
Hyundai,Creta,2003,148279,1.7,Automatic,Diesel,Highway,4,207,smooth,1
Hyundai,i20,2011,13015,2.0,Automatic,Diesel,Highway,1,290,smooth,1
Toyota,Corolla,2005,29467,1.9,Automatic,Diesel,Highway,5,141,rough,0
Kia,Sportage,2002,54716,1.4,Automatic,Diesel,Highway,4,236,rough,1
Suzuki,Alto,2001,144617,1.5,Automatic,Petrol,Highway,5,162,normal,0
Mahindra,XUV300,2017,150874,1.9,Automatic,Petrol,Hills,2,569,smooth,1
Mahindra,Scorpio,2015,113903,2.3,Automatic,Petrol,Highway,5,476,smooth,0
Hyundai,Creta,2004,150322,1.8,Manual,Petrol,Hills,5,571,normal,1
Suzuki,Alto,2011,74507,1.6,Automatic,Diesel,Urban,1,341,rough,1
Toyota,Corolla,2015,159571,1.4,Automatic,Petrol,Highway,1,21,smooth,0
Suzuki,Swift,2012,130210,1.8,Manual,Diesel,Hills,2,586,smooth,1
Mahindra,Bolero,2022,53450,1.7,Automatic,Petrol,Urban,1,208,normal,1
Hyundai,Venue,2017,112149,2.3,Manual,Diesel,Hills,5,159,rough,0
Tata,Tiago,2016,186269,2.2,Automatic,Petrol,Highway,1,375,smooth,1
Toyota,Hilux,2002,171530,2.4,Automatic,Petrol,Highway,3,469,smooth,0
Tata,Nexon,2021,181633,0.8,Manual,Petrol,Hills,1,325,rough,1
Suzuki,Alto,2008,11058,2.3,Manual,Diesel,Urban,4,253,normal,1
Mahindra,XUV300,2021,50501,1.4,Automatic,Diesel,Urban,4,220,smooth,1
Tata,Tiago,2023,34586,2.4,Manual,Diesel,Hills,3,291,rough,1
Mahindra,Bolero,2009,93987,1.9,Manual,Petrol,Hills,4,554,smooth,1
Suzuki,Baleno,2012,157757,1.1,Automatic,Petrol,Urban,3,449,smooth,0
Tata,Tiago,2021,175117,1.1,Manual,Petrol,Highway,3,79,normal,0
Mahindra,Bolero,2010,185732,1.1,Manual,Diesel,Hills,4,17,rough,1
Mahindra,Bolero,2018,69712,1.0,Automatic,Diesel,Urban,2,541,rough,1
Suzuki,Wagon R,2016,175784,2.0,Automatic,Diesel,Highway,1,540,normal,1
Kia,Sonet,1999,66412,1.1,Automatic,Petrol,Highway,1,530,smooth,1
Hyundai,i10,1999,162855,2.2,Automatic,Diesel,Hills,4,158,normal,0
Hyundai,Creta,2018,69883,0.8,Automatic,Petrol,Hills,5,403,rough,1
Mahindra,Scorpio,1999,113299,1.0,Automatic,Petrol,Urban,1,413,smooth,1
Kia,Sonet,2021,77984,1.5,Manual,Diesel,Highway,3,112,normal,0
Mahindra,Scorpio,2008,162000,1.0,Manual,Diesel,Urban,4,522,rough,1
Mahindra,Scorpio,2010,124774,1.6,Automatic,Petrol,Highway,1,435,smooth,1
Mahindra,Scorpio,2008,49857,1.8,Automatic,Diesel,Hills,5,207,normal,1
Suzuki,Swift,2017,36264,2.1,Automatic,Diesel,Hills,3,431,smooth,1
Mahindra,Scorpio,2004,15973,2.3,Manual,Petrol,Hills,2,251,rough,1
Toyota,Corolla,2003,129566,1.8,Automatic,Petrol,Highway,1,528,normal,1
Kia,Seltos,2023,18730,1.6,Manual,Diesel,Urban,2,125,rough,0
Toyota,Corolla,2003,56595,1.3,Automatic,Petrol,Highway,1,425,normal,1
Mahindra,Scorpio,2020,142911,1.9,Automatic,Petrol,Urban,1,224,smooth,1
Suzuki,Wagon R,2023,133872,1.2,Automatic,Diesel,Highway,5,330,normal,0
Mahindra,Bolero,2002,30091,1.7,Automatic,Diesel,Urban,2,162,rough,1
Suzuki,Wagon R,2010,48040,0.9,Manual,Petrol,Highway,3,81,rough,0
Suzuki,Swift,1998,88884,1.4,Automatic,Diesel,Highway,3,145,normal,0
Suzuki,Alto,2011,138319,1.1,Automatic,Petrol,Urban,2,539,rough,1
Kia,Sportage,2006,196113,1.0,Manual,Petrol,Highway,2,517,smooth,1
Mahindra,Bolero,2023,99411,1.0,Manual,Diesel,Hills,5,367,normal,1
Suzuki,Wagon R,2006,5023,2.1,Manual,Diesel,Highway,3,118,normal,0
Toyota,Hilux,2016,48923,1.2,Automatic,Petrol,Urban,2,188,normal,1
Mahindra,Bolero,2004,183181,1.1,Automatic,Diesel,Hills,1,24,rough,1
Toyota,Yaris,2003,26707,2.4,Manual,Petrol,Hills,3,560,smooth,1
Toyota,Hilux,1999,10207,0.9,Automatic,Diesel,Urban,2,335,smooth,1
Mahindra,Scorpio,2001,13017,0.9,Automatic,Petrol,Hills,1,225,normal,1
Hyundai,i20,2019,83109,1.0,Manual,Petrol,Hills,2,460,normal,1
Suzuki,Wagon R,2009,176739,1.8,Manual,Diesel,Urban,5,224,rough,1
Hyundai,Venue,2018,157880,1.3,Manual,Diesel,Hills,5,215,normal,1
Hyundai,i10,2016,10998,0.9,Automatic,Petrol,Highway,5,214,smooth,1
Suzuki,Wagon R,2010,82764,1.2,Manual,Diesel,Highway,1,94,smooth,0
Tata,Tiago,2009,62965,1.8,Automatic,Diesel,Hills,1,466,normal,1
Hyundai,Creta,2012,137961,1.7,Manual,Diesel,Highway,1,488,rough,1
Kia,Sportage,2020,26553,1.3,Manual,Diesel,Hills,2,206,normal,1
Tata,Tiago,2018,151159,1.5,Manual,Petrol,Hills,2,506,smooth,1
Hyundai,Venue,2011,178819,1.1,Automatic,Petrol,Urban,5,577,normal,0
Toyota,Corolla,2019,78333,1.6,Automatic,Diesel,Urban,5,572,normal,0
Suzuki,Swift,2001,20279,2.1,Automatic,Petrol,Urban,1,352,normal,1
Hyundai,Creta,2011,185570,1.4,Manual,Petrol,Highway,4,30,smooth,0
Kia,Sonet,2009,129887,1.6,Automatic,Petrol,Highway,3,416,rough,1
Mahindra,Bolero,2005,106812,0.9,Automatic,Diesel,Hills,4,468,rough,1
Tata,Nexon,2021,107966,1.0,Automatic,Petrol,Hills,4,282,smooth,1
Toyota,Hilux,2020,54347,2.2,Automatic,Diesel,Highway,2,587,smooth,1
Toyota,Hilux,2015,8634,2.1,Automatic,Diesel,Hills,3,466,normal,1
Hyundai,Venue,2010,114485,1.2,Automatic,Petrol,Highway,2,293,smooth,1
Kia,Sportage,1998,23487,0.9,Manual,Petrol,Urban,5,493,rough,1
Toyota,Hilux,1999,180036,1.9,Automatic,Petrol,Urban,5,115,normal,0
Tata,Altroz,1998,69856,1.5,Automatic,Petrol,Urban,4,321,normal,0
Toyota,Hilux,2017,183956,0.8,Automatic,Diesel,Urban,2,418,normal,1
Suzuki,Wagon R,2013,64006,2.1,Automatic,Petrol,Highway,4,548,smooth,0
Hyundai,Creta,2000,135794,2.4,Automatic,Petrol,Hills,3,287,normal,1
Kia,Sonet,2013,136884,1.1,Manual,Diesel,Hills,2,551,rough,1
Kia,Seltos,2000,52866,2.4,Manual,Petrol,Hills,3,57,smooth,0
Suzuki,Wagon R,2015,153025,2.2,Automatic,Petrol,Highway,1,482,normal,1
Kia,Seltos,2012,3888,1.6,Manual,Petrol,Urban,3,234,normal,0
Mahindra,Bolero,2016,11602,1.7,Automatic,Diesel,Urban,3,157,rough,0
Mahindra,Bolero,2000,21444,2.0,Manual,Diesel,Highway,5,554,normal,1
Mahindra,Scorpio,2008,47866,1.4,Automatic,Diesel,Hills,2,562,rough,1
Mahindra,XUV300,2009,137076,1.2,Manual,Diesel,Hills,3,596,rough,1
Suzuki,Swift,2022,29269,1.5,Manual,Diesel,Hills,2,59,normal,0
Mahindra,Bolero,2015,82226,1.1,Automatic,Diesel,Highway,4,504,normal,0
Tata,Nexon,2001,154567,1.1,Automatic,Diesel,Hills,5,175,smooth,0
Toyota,Hilux,1998,134012,1.2,Automatic,Diesel,Highway,3,272,normal,1
Toyota,Hilux,2016,59228,2.1,Manual,Diesel,Highway,2,215,normal,1
Hyundai,i20,2008,60760,2.0,Automatic,Petrol,Hills,3,279,smooth,1
Hyundai,i20,2017,91209,1.3,Automatic,Petrol,Hills,2,116,normal,1
Tata,Altroz,2021,170232,1.9,Manual,Diesel,Highway,2,186,smooth,1
Toyota,Hilux,2009,188104,1.0,Automatic,Petrol,Urban,3,472,normal,0
Suzuki,Wagon R,2009,6525,2.2,Automatic,Diesel,Highway,2,37,smooth,0
Kia,Sonet,2011,128409,2.3,Manual,Petrol,Highway,2,409,smooth,1
Suzuki,Alto,2005,115181,2.3,Manual,Petrol,Urban,3,41,normal,0
Toyota,Yaris,2006,59881,1.8,Manual,Diesel,Hills,4,398,normal,1
Mahindra,Bolero,2019,22636,1.4,Manual,Petrol,Hills,3,463,smooth,1
Kia,Sportage,2015,65871,1.9,Automatic,Petrol,Highway,2,144,smooth,0
Hyundai,Creta,2013,100364,1.7,Automatic,Diesel,Highway,4,547,rough,1
Toyota,Corolla,2008,122002,2.0,Manual,Diesel,Highway,1,370,smooth,1
Tata,Nexon,2003,71393,1.6,Manual,Petrol,Urban,4,29,rough,0
Suzuki,Swift,2022,84254,1.7,Automatic,Diesel,Urban,5,399,smooth,0
Tata,Altroz,2014,14223,1.3,Manual,Diesel,Highway,2,76,smooth,0
Kia,Sonet,2004,77038,2.2,Manual,Petrol,Highway,5,297,smooth,0
Toyota,Yaris,2002,89295,2.2,Automatic,Diesel,Hills,5,100,rough,1
Hyundai,Creta,2001,55179,1.4,Automatic,Petrol,Urban,1,239,smooth,1
Hyundai,i20,2019,98847,1.5,Manual,Petrol,Hills,4,326,smooth,1
Toyota,Corolla,2018,14739,1.9,Manual,Diesel,Highway,1,326,rough,1
Suzuki,Wagon R,2006,135065,1.2,Automatic,Diesel,Urban,2,332,rough,1
Tata,Nexon,2000,54116,1.0,Manual,Petrol,Urban,4,98,normal,0
Hyundai,i10,2017,76474,1.9,Automatic,Diesel,Urban,2,374,normal,1
Hyundai,i10,2019,161701,1.7,Manual,Petrol,Hills,3,498,rough,1
Mahindra,Scorpio,2019,49537,1.3,Automatic,Diesel,Highway,1,23,normal,0
Mahindra,XUV300,2001,58696,1.7,Manual,Petrol,Highway,1,421,normal,1
Hyundai,Venue,2014,174902,1.1,Manual,Petrol,Urban,3,353,rough,1
Suzuki,Swift,2001,79977,2.2,Automatic,Petrol,Highway,5,35,rough,0
Suzuki,Alto,2003,81381,2.1,Automatic,Diesel,Highway,4,319,rough,1
Kia,Seltos,1999,6340,2.1,Manual,Diesel,Highway,5,550,normal,1
Tata,Altroz,2009,16496,0.9,Automatic,Petrol,Hills,2,185,rough,1
Tata,Tiago,2022,32672,1.5,Manual,Diesel,Highway,4,411,rough,1
Suzuki,Swift,2009,28150,1.5,Manual,Petrol,Urban,5,308,rough,1
Toyota,Yaris,2015,37202,1.4,Automatic,Petrol,Highway,2,550,smooth,1
Toyota,Corolla,1998,28762,1.2,Automatic,Petrol,Highway,4,210,smooth,0
Tata,Nexon,2019,114291,1.2,Automatic,Petrol,Urban,1,330,rough,1
Hyundai,i10,2019,164262,2.1,Manual,Petrol,Urban,3,121,rough,0
Hyundai,i20,2007,135909,0.9,Automatic,Petrol,Highway,5,301,rough,1
Suzuki,Alto,2012,85597,2.0,Automatic,Petrol,Urban,4,451,smooth,0
Hyundai,Venue,2018,89501,1.4,Automatic,Diesel,Highway,1,163,rough,0
Kia,Seltos,2023,157126,1.3,Automatic,Petrol,Hills,1,150,normal,0
Mahindra,Bolero,2017,19281,1.3,Manual,Diesel,Urban,4,17,smooth,0
Suzuki,Swift,1998,176160,1.4,Automatic,Diesel,Highway,2,64,normal,0
Tata,Tiago,2010,70955,1.0,Automatic,Petrol,Urban,5,141,smooth,0
Suzuki,Wagon R,2011,101989,2.2,Manual,Diesel,Hills,3,270,rough,1
Mahindra,Scorpio,2018,151166,1.3,Automatic,Diesel,Urban,3,68,smooth,0
Hyundai,Creta,2009,158859,1.1,Manual,Petrol,Urban,5,419,normal,0
Suzuki,Baleno,2018,39911,0.9,Automatic,Diesel,Highway,5,88,smooth,0
Kia,Seltos,2001,148459,1.6,Manual,Petrol,Hills,3,445,rough,1
Mahindra,XUV300,1998,169487,1.0,Automatic,Petrol,Highway,2,104,rough,0
Toyota,Corolla,2000,34455,1.7,Manual,Diesel,Hills,5,537,normal,1
Toyota,Corolla,2017,105895,1.4,Automatic,Diesel,Hills,4,564,normal,1
Toyota,Yaris,2010,93871,2.3,Manual,Petrol,Urban,5,145,normal,0
Toyota,Corolla,2016,149834,1.9,Automatic,Petrol,Highway,4,502,smooth,0
Tata,Tiago,2016,186247,2.1,Automatic,Diesel,Highway,3,47,rough,0
Kia,Sonet,2013,52662,2.2,Manual,Petrol,Highway,3,558,rough,1
Mahindra,Bolero,2022,106483,2.0,Manual,Petrol,Highway,4,228,normal,0
Mahindra,XUV300,2016,112865,1.3,Automatic,Petrol,Urban,4,432,normal,0
Toyota,Yaris,2012,25203,1.3,Automatic,Diesel,Urban,1,410,rough,1
Tata,Tiago,2008,129646,2.0,Manual,Diesel,Urban,4,414,smooth,1
Mahindra,Bolero,2018,17681,1.5,Automatic,Petrol,Highway,5,403,normal,0
Mahindra,Scorpio,1999,154305,0.9,Automatic,Diesel,Highway,4,420,normal,1
Mahindra,Scorpio,2017,45621,2.3,Automatic,Petrol,Hills,2,355,smooth,1
Toyota,Yaris,2013,7410,1.4,Automatic,Diesel,Highway,1,462,rough,1
Suzuki,Swift,2010,142674,2.3,Automatic,Diesel,Hills,4,466,smooth,1
Kia,Sonet,2013,120174,0.9,Automatic,Petrol,Urban,1,458,rough,1
Hyundai,i20,2017,169455,1.3,Manual,Petrol,Hills,1,496,normal,1
Tata,Nexon,2014,65244,1.5,Manual,Petrol,Hills,3,171,normal,0
Kia,Sportage,2001,113433,2.3,Automatic,Petrol,Urban,2,366,smooth,1
Suzuki,Baleno,2010,5487,0.9,Automatic,Petrol,Highway,3,460,normal,0
